time,Im,Wm,Fault_type
125.5,7.79548031824517,98.6005228758525,"Re"
125.6,7.73420493669626,97.821167249503,"Re"
125.7,7.94996217330372,100.545687889624,"Re"
125.8,7.8302525626365,99.0274891796748,"Re"
125.9,7.48737896409405,94.6873150600705,"Re"
126,7.99900325796581,101.153338753202,"Re"
126.1,7.90157007185501,99.9172493407464,"Re"
126.2,8.00225959659126,101.186550750302,"Re"
126.3,8.02165366681627,101.427914246517,"Re"
126.4,7.58315291359634,95.8798121078382,"Re"
126.5,7.81299385027162,98.7822585376407,"Re"
126.6,7.7232971561485,97.6446943500351,"Re"
126.7,7.81320033255726,98.7778623087815,"Re"
126.8,7.75573690769682,98.0480146419508,"Re"
126.9,7.84989511042462,99.2350219591992,"Re"
127,8.08936900042212,102.258977346971,"Re"
127.1,7.86797347997369,99.4570707815531,"Re"
127.2,7.9780107731441,100.84483569869,"Re"
127.3,7.76367481404667,98.1325155447076,"Re"
127.4,7.87414793870163,99.5258726135374,"Re"
127.5,7.91158649327322,99.9961098606769,"Re"
127.6,8.14182412541273,102.903135568682,"Re"
127.7,7.955302170046,100.542851861985,"Re"
127.8,7.99102678137662,100.991538611528,"Re"
127.9,7.56924444942647,95.6583899754058,"Re"
128,8.08428318087604,102.164598398174,"Re"
128.1,7.75341204658104,97.9806683042435,"Re"
128.2,7.65601158978231,96.7473255142756,"Re"
128.3,8.10206492774534,102.381429396401,"Re"
128.4,7.78452297647442,98.3664012990379,"Re"
128.5,7.78538485737842,98.3749204097636,"Re"
128.6,7.65041479304993,96.6671770737891,"Re"
128.7,7.52463587091548,95.075693044917,"Re"
128.8,7.8038864967214,98.6018629277271,"Re"
128.9,7.75250043435776,97.9504291997288,"Re"
129,7.48867093250172,94.6149704645144,"Re"
129.1,7.88052768322475,99.5637330033586,"Re"
129.2,7.66363359124145,96.8214443980755,"Re"
129.3,7.76598924909246,98.1125919343483,"Re"
129.4,7.67148194848718,96.9166856248605,"Re"
129.5,7.46968225222229,94.3654283331001,"Re"
129.6,7.82409853287198,98.840919156685,"Re"
129.7,7.72753497634752,97.6192108257354,"Re"
129.8,7.72011072722615,97.5236302619373,"Re"
129.9,7.84373119480874,99.0834713942267,"Re"
130,7.6096848841225,96.1252601315395,"Re"
130.1,7.72461645137318,97.5753866932199,"Re"
130.2,7.85886677034567,99.2695238784201,"Re"
130.3,7.8576406878143,99.2523928888709,"Re"
130.4,7.65210552334593,96.6546443443384,"Re"
130.5,7.70582364667621,97.331618275784,"Re"
130.6,7.90565494852536,99.8541175330386,"Re"
130.7,7.89122610676617,99.6703524270633,"Re"
130.8,7.97205334464174,100.689740825955,"Re"
130.9,8.021551443679,101.31343823979,"Re"
131,7.7094453127688,97.3700960379334,"Re"
131.1,7.40034960437028,93.4649153073245,"Re"
131.2,7.74794703540241,97.8536573260914,"Re"
131.3,7.80221333361089,98.537695734027,"Re"
